regionId;regionName;partyId;partyName;candidateId;candidateName;col6
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;110;Хамид Хамидов Даутев;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;111;Милена Линкова Бунцева;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;112;Суат Хасан Кунгьова;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;113;Васил Красимиров Башов;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;114;Величка Давиткова Манолска;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;115;Ибрахим Ахмедов Пингов;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;116;Здравко Искренов Заимов;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;117;Мюдюн Нухан Юсеин;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;118;Денис Исмет Узунов;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;119;Иман Ивова Вакльова-Медар;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;120;Росица Бисерова Медарова;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;121;Мартина Симеонова Траянова;
1;01. БЛАГОЕВГРАД;17;Движение за права и свободи - ДПС;122;Христо Костадинов Пешев;
1;01. БЛАГОЕВГРАД;18;ПП НАЦИЯ;101;Наталия Иванова Стойнева;
1;01. БЛАГОЕВГРАД;18;ПП НАЦИЯ;102;Стойне Митков Стойнев;
1;01. БЛАГОЕВГРАД;19;БЪЛГАРИЯ МОЖЕ;101;Мирослав Валериев Кюпов;
1;01. БЛАГОЕВГРАД;19;БЪЛГАРИЯ МОЖЕ;102;Мартин Бойков Иванов;
1;01. БЛАГОЕВГРАД;19;БЪЛГАРИЯ МОЖЕ;103;Александър Валентинов Николов;
1;01. БЛАГОЕВГРАД;20;СИЯНИЕ;101;Димитър Пламенов Данчев;
1;01. БЛАГОЕВГРАД;20;СИЯНИЕ;102;Кирил Димитров Георгиев;
1;01. БЛАГОЕВГРАД;20;СИЯНИЕ;103;Десислава Петкова Влахова;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;101;Росица Атанасова Карамфилова-Благова;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;102;Стоян Сергеев Тричков;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;103;Рашко Георгиев Динков;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;104;Александър Димитров Попов;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;105;Георги Владов Григоров;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;106;Георги Валериев Кунчев;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;107;Александър Росен Марянов;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;108;Мария Ивова Михайлова;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;109;Павел Радославов Кастаманов;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;110;Крум Йорданов Крумов;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;111;Дафинка Димитрова Балева;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;112;Джеит Фаиков Газиев;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;113;Христо Сотиров Батев;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;114;Вероника Олегова Ласкова;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;115;Радослав Борисов Соколов;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;116;Лилия Георгиева Герова;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;117;Димитрина Василева Гошева;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;118;Мая Борисова Божинова;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;119;Янка Павлова Станоева;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;120;Борислав Георгиев Миталов;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;121;Васка Костадинова Тричкова;
1;01. БЛАГОЕВГРАД;21;ПРОГРЕСИВНА БЪЛГАРИЯ;122;Ася Димитрова Панджерова;
1;01. БЛАГОЕВГРАД;22;Съпротива;101;Вергиния Стефанова Панова;
1;01. БЛАГОЕВГРАД;22;Съпротива;102;Владимир Венциславов Стоянов;
1;01. БЛАГОЕВГРАД;22;Съпротива;103;Димитър Иванов Димитров;
1;01. БЛАГОЕВГРАД;22;Съпротива;104;Владимир Николов Живков;
1;01. БЛАГОЕВГРАД;23;Партия на ЗЕЛЕНИТЕ;101;Пламен Славчев Петров;
1;01. БЛАГОЕВГРАД;23;Партия на ЗЕЛЕНИТЕ;102;Валентин Стойчев Текелов;
1;01. БЛАГОЕВГРАД;24;ПП ГЛАС НАРОДЕН;101;Галя Николаева Кърнева;
1;01. БЛАГОЕВГРАД;24;ПП ГЛАС НАРОДЕН;102;Мартин Трифонов Илиев;
2;02. БУРГАС;1;ПП ИМА ТАКЪВ НАРОД;101;Александър Викторов Рашев;
2;02. БУРГАС;1;ПП ИМА ТАКЪВ НАРОД;102;Венцислав Михайлов Асенов;
